"transactionid","timestampsec","customerid","item","description","retail_price"
"111304","2016-12-12 00:57:58","200000548","7645689457","Apron","9.48"
"111303","2016-12-12 00:57:07","100000742","9730446421","Blazer","103.3"
"111302","2016-12-12 00:57:05","100000172","9280265561","Coat/Jacket","59.85"
"111301","2016-12-12 00:56:29","400000115","4622769035","Short Gown","78"
"111300","2016-12-12 00:56:22","200000747","3123824581","Sweatpants","43.89"
"111299","2016-12-12 00:56:04","100000286","2430071492","Dust Ruffle","41.86"
"111298","2016-12-12 00:55:42","300000527","8262662751","Suit","109.89"
"111297","2016-12-12 00:54:33","100000693","5050067655","Bottoms","66.96"
"111296","2016-12-12 00:53:38","100000156","4327321762","Dress","69.75"
"111295","2016-12-12 00:51:01","200000713","7841340144","Shirt","29.4"
"111294","2016-12-12 00:50:08","300000857","3390230025","Top","33.48"
"111293","2016-12-12 00:47:28","400000515","5187883584","Dish Towel","49.5"
"111292","2016-12-12 00:44:55","100000454","1039854547","Coat","135.83"
"111291","2016-12-12 00:43:27","400000795","5608950888","Suit & 2 pc Dress","112.35"
"111290","2016-12-12 00:39:23","100000345","2240469836","Slippers","35.82"
"111289","2016-12-12 00:37:07","100000283","7645888340","Bath Mat","5.6"
"111288","2016-12-12 00:37:05","100000558","2355020550","Sweater","67.92"
"111287","2016-12-12 00:36:30","300000598","5153370805","Shorts","43.96"
"111286","2016-12-12 00:35:20","100000056","3405268556","Handbag","114.77"
"111285","2016-12-12 00:35:16","200000047","3123824581","Sweatpants","43.89"
"111284","2016-12-12 00:35:06","100000489","5187373849","Short Slip","12.87"
"111283","2016-12-12 00:34:48","400000690","6917448328","Socks","8.82"
"111282","2016-12-12 00:33:19","100000226","2020397001","Men's Pajama Set","23.1"
"111281","2016-12-12 00:32:55","300000687","5480721202","Shirt","67.83"
"111280","2016-12-12 00:30:31","100000827","5310615417","Tie","41.79"
"111279","2016-12-12 00:25:44","200000348","6917448328","Socks","8.82"
"111278","2016-12-12 00:25:32","100000879","3382973348","Top","81.76"
"111277","2016-12-12 00:21:40","300000495","7463357829","Infant 2 Piece Set","49.8"
"111276","2016-12-12 00:21:06","200000482","2963300774","Sweatshirt","75.81"
"111275","2016-12-12 00:19:04","400000433","4291344502","Long Overalls","55.62"
"111274","2016-12-12 00:18:28","200000856","1988250904","Coat","74.16"
"111273","2016-12-12 00:16:12","100000772","8269421724","Long Overalls","124.75"
"111272","2016-12-12 00:16:02","300000552","6182617964","Long Gown","97.11"
"111271","2016-12-12 00:15:45","100000403","3390230025","Top","33.48"
"111270","2016-12-12 00:12:41","200000904","9730446421","Blazer","103.3"
"111269","2016-12-12 00:12:07","300000270","1319286996","Gowns/Pajamas","47.43"
"111268","2016-12-12 00:12:02","300000552","8694351166","Chair Cover","38.87"
"111267","2016-12-12 00:11:11","400000738","7502168586","Baby Quilt","38.06"
"111266","2016-12-12 00:10:37","100000031","7502168586","Baby Quilt","38.06"
"111265","2016-12-12 00:10:09","200000619","2113413915","Shorts","59.33"
"111264","2016-12-12 00:08:22","300000009","9166887914","Sweater","95.76"
"111263","2016-12-12 00:08:16","400000755","8619953091","Pillowcase","18.96"
"111262","2016-12-12 00:04:53","100000346","3132788435","Coat","30.06"
"111261","2016-12-12 00:04:46","100000854","7833392032","Skirt","55.86"
"111260","2016-12-12 00:01:55","100000642","1893735141","Socks","115.5"
"111259","2016-12-11 23:59:11","100000294","9313710898","Dish Towel","32.23"
"111258","2016-12-11 23:56:43","200000385","3132788435","Coat","30.06"
"111257","2016-12-11 23:56:01","200000696","1336619171","Slacks","63.84"
"111256","2016-12-11 23:55:52","100000575","8586814459","Gown & Robe Set","65.64"
"111255","2016-12-11 23:54:52","300000718","8241463559","Wallet","49.75"
"111254","2016-12-11 23:50:08","100000202","6962492078","Bath Mat","37.31"
"111253","2016-12-11 23:47:44","100000862","5187883584","Dish Towel","49.5"
"111252","2016-12-11 23:47:42","400000515","3795753080","Jeans","38.1"
"111251","2016-12-11 23:46:39","100000446","1625450539","Dress","54.89"
"110137","2016-12-11 00:54:53","300000794","8624682735","Coat","77.77"
"111250","2016-12-11 23:45:38","300000913","6962492078","Bath Mat","37.31"
"111249","2016-12-11 23:44:30","100000849","4622769035","Short Gown","78"
"111248","2016-12-11 23:42:29","400000497","6962492078","Bath Mat","37.31"
"111247","2016-12-11 23:41:59","100000882","7502168586","Baby Quilt","38.06"
"111246","2016-12-11 23:40:22","100000161","3305177499","Coveralls (long sleeve)","95.88"
"111245","2016-12-11 23:40:19","400000758","8058527540","Jeans","35.91"
"111244","2016-12-11 23:40:13","300000357","9280265561","Coat/Jacket","59.85"
"111243","2016-12-11 23:38:51","100000324","3819369487","Dish Towel","7.84"
"111242","2016-12-11 23:37:06","200000371","2240469836","Slippers","35.82"
"111241","2016-12-11 23:37:06","200000631","7270957383","Scarf","29.85"
"111240","2016-12-11 23:36:21","100000926","8241463559","Wallet","49.75"
"111239","2016-12-11 23:34:00","100000877","1893735141","Socks","115.5"
"111238","2016-12-11 23:33:33","300000767","2363094138","Short Overalls","71.82"
"111237","2016-12-11 23:33:23","300000735","2210750188","Blazer","119.76"
"111236","2016-12-11 23:33:11","200000384","8713824671","Infant 2 Piece Set","48.6"
"111235","2016-12-11 23:31:56","100000337","2557931901","Short Gown","47.76"
"111234","2016-12-11 23:31:36","400000555","8269421724","Long Overalls","124.75"
"111233","2016-12-11 23:31:16","100000889","9223468295","Bath Mat","23.88"
"111232","2016-12-11 23:30:07","100000558","9195451761","Hand Towel","51.66"
"111231","2016-12-11 23:29:16","100000566","2963300774","Sweatshirt","75.81"
"111230","2016-12-11 23:26:53","300000787","6182400847","Blazer","26.88"
"111229","2016-12-11 23:22:22","100000922","9538578209","Dress","87.36"
"111228","2016-12-11 23:22:20","300000651","6511971572","Sleeping Bag","47.88"
"111227","2016-12-11 23:21:45","300000079","1489444777","Short Gown","131.12"
"111226","2016-12-11 23:21:15","100000890","7010679527","Blanket","63.84"
"111225","2016-12-11 23:20:23","200000662","1893735141","Socks","115.5"
"111224","2016-12-11 23:19:05","100000378","4538875409","Couch Cover","79.8"
"111223","2016-12-11 23:17:57","100000132","1489444777","Short Gown","131.12"
"111222","2016-12-11 23:15:29","200000765","9223468295","Bath Mat","23.88"
"111221","2016-12-11 23:15:06","100000933","1082405301","Blazer","119.76"
"111220","2016-12-11 23:14:19","200000507","7502168586","Baby Quilt","38.06"
"111219","2016-12-11 23:13:15","100000289","4681342313","Sheets","29.9"
"111218","2016-12-11 23:09:59","100000142","6265788387","Commode Cover","58.1"
"111217","2016-12-11 23:07:12","300000637","8068199275","Slacks","87.78"
"111216","2016-12-11 23:02:41","100000872","3132788435","Coat","30.06"
"111215","2016-12-11 23:01:41","100000121","3795753080","Jeans","38.1"
"111214","2016-12-11 23:00:14","100000035","9873264896","Hat","10.89"
"111213","2016-12-11 23:00:05","200000014","2926937052","Washcloth","10.78"
"111212","2016-12-11 22:59:12","100000205","6660530324","Washcloth","35.14"
"111211","2016-12-11 22:58:57","200000548","1737807900","Tie","68.64"
"111210","2016-12-11 22:58:46","100000227","6719567315","Blouse","47.88"
"111209","2016-12-11 22:57:44","100000240","2430071492","Dust Ruffle","41.86"
"111208","2016-12-11 22:56:41","100000926","4934584980","Nylon Pants","55.86"
"111207","2016-12-11 22:55:50","200000485","8586814459","Gown & Robe Set","65.64"
"111206","2016-12-11 22:52:36","100000036","8864799421","Valance","31.8"
"111205","2016-12-11 22:44:45","100000218","1336619171","Slacks","63.84"
"111204","2016-12-11 22:43:35","100000929","8068199275","Slacks","87.78"
"111203","2016-12-11 22:43:25","100000063","8269421724","Long Overalls","124.75"
"111202","2016-12-11 22:41:44","400000600","2178891798","Hand Towel","18.17"
"111201","2016-12-11 22:40:52","100000194","7841340144","Shirt","29.4"
"111200","2016-12-11 22:39:10","100000476","2491559336","Jeans","104.79"
"111199","2016-12-11 22:38:02","100000935","2210750188","Blazer","119.76"
"111198","2016-12-11 22:36:45","100000404","9870137717","Crib Sheet","53.9"
"111197","2016-12-11 22:33:54","300000717","1284609276","Sweater","95.76"
"111196","2016-12-11 22:32:15","100000246","2020397001","Men's Pajama Set","23.1"
"111195","2016-12-11 22:31:36","100000013","3890778939","Suit & 2 pc Dress","125.16"
"111194","2016-12-11 22:30:32","300000650","6511971572","Sleeping Bag","47.88"
"111193","2016-12-11 22:29:52","100000190","3795753080","Jeans","38.1"
"111192","2016-12-11 22:29:20","100000907","3495221948","Suit & 2 pc Dress","38.12"
"111191","2016-12-11 22:29:06","100000230","9862518267","Socks","10.84"
"111190","2016-12-11 22:28:53","400000770","9195451761","Hand Towel","51.66"
"111189","2016-12-11 22:28:52","100000809","4622769035","Short Gown","78"
"111188","2016-12-11 22:27:42","400000638","1336619171","Slacks","63.84"
"111187","2016-12-11 22:24:19","300000651","6228611532","Valance","47.76"
"111186","2016-12-11 22:23:47","100000875","6697166886","Coat","159.8"
"111185","2016-12-11 22:21:56","400000002","7463357829","Infant 2 Piece Set","49.8"
"111184","2016-12-11 22:21:18","300000593","8213207925","Underwear & Boxers","23.76"
"111183","2016-12-11 22:21:13","200000938","9313710898","Dish Towel","32.23"
"111182","2016-12-11 22:18:52","400000795","9916068026","Gowns/Pajamas","118.14"
"111181","2016-12-11 22:18:02","300000528","2524845521","Gown & Robe Set","105.6"
"111180","2016-12-11 22:17:19","100000604","4619440506","Shorts","69.75"
"111179","2016-12-11 22:17:12","100000846","8143229140","Shower Shoes","27.86"
"111178","2016-12-11 22:17:08","300000752","2113413915","Shorts","59.33"
"111177","2016-12-11 22:15:35","100000641","8438262686","Robe","29.88"
"111176","2016-12-11 22:14:06","200000506","2524845521","Gown & Robe Set","105.6"
"111175","2016-12-11 22:13:47","200000363","9916068026","Gowns/Pajamas","118.14"
"111174","2016-12-11 22:12:57","400000376","1336619171","Slacks","63.84"
"111173","2016-12-11 22:10:50","200000438","3132788435","Coat","30.06"
"111172","2016-12-11 22:06:59","100000247","8143229140","Shower Shoes","27.86"
"111171","2016-12-11 22:06:32","200000033","1625450539","Dress","54.89"
"111170","2016-12-11 22:05:45","100000181","1737807900","Tie","68.64"
"111169","2016-12-11 22:04:50","200000493","3962085980","Sleeper","61.38"
"111168","2016-12-11 22:02:13","300000719","8624682735","Coat","77.77"
"111167","2016-12-11 22:00:39","100000573","1940915493","Long Gown","68.77"
"111166","2016-12-11 22:00:28","200000103","6660530324","Washcloth","35.14"
"111165","2016-12-11 21:56:24","400000740","2153011099","Gown & Robe Set","99.8"
"111164","2016-12-11 21:56:00","300000845","3495221948","Suit & 2 pc Dress","38.12"
"111163","2016-12-11 21:54:45","200000506","2588421965","Commode Cover","15.84"
"111162","2016-12-11 21:53:40","400000450","8241463559","Wallet","49.75"
"111161","2016-12-11 21:53:18","300000366","5480721202","Shirt","67.83"
"111160","2016-12-11 21:53:04","400000757","9870137717","Crib Sheet","53.9"
"111159","2016-12-11 21:52:33","100000234","1303837083","Suit","19.4"
"111158","2016-12-11 21:49:48","200000711","3305177499","Coveralls (long sleeve)","95.88"
"111157","2016-12-11 21:47:47","200000259","3495221948","Suit & 2 pc Dress","38.12"
"111156","2016-12-11 21:45:24","100000042","4681342313","Sheets","29.9"
"111155","2016-12-11 21:44:59","100000279","2355020550","Sweater","67.92"
"111154","2016-12-11 21:44:48","200000076","8619953091","Pillowcase","18.96"
"111153","2016-12-11 21:42:58","300000429","4398051135","Bra","6"
"111152","2016-12-11 21:42:57","300000393","6182617964","Long Gown","97.11"
"111151","2016-12-11 21:36:15","300000367","2557931901","Short Gown","47.76"
"111150","2016-12-11 21:35:47","200000670","8694351166","Chair Cover","38.87"
"111149","2016-12-11 21:35:47","200000425","4327321762","Dress","69.75"
"111148","2016-12-11 21:34:33","300000550","5509524170","Couch Cover","86.68"
"111147","2016-12-11 21:33:56","300000358","6182400847","Blazer","26.88"
"111146","2016-12-11 21:33:41","100000296","2210750188","Blazer","119.76"
"111145","2016-12-11 21:32:34","300000753","5310615417","Tie","41.79"
"111144","2016-12-11 21:32:16","200000026","9730446421","Blazer","103.3"
"111143","2016-12-11 21:31:20","100000932","8058527540","Jeans","35.91"
"111142","2016-12-11 21:31:11","100000918","1988250904","Coat","74.16"
"111141","2016-12-11 21:30:54","100000335","8262662751","Suit","109.89"
"111140","2016-12-11 21:30:11","100000204","2963300774","Sweatshirt","75.81"
"111139","2016-12-11 21:28:44","400000600","8241463559","Wallet","49.75"
"111138","2016-12-11 21:26:33","100000038","9916068026","Gowns/Pajamas","118.14"
"111137","2016-12-11 21:26:21","200000424","8143229140","Shower Shoes","27.86"
"111136","2016-12-11 21:23:20","200000748","8675740287","Baby Quilt","47.76"
"111135","2016-12-11 21:23:20","400000075","2210750188","Blazer","119.76"
"111134","2016-12-11 21:22:40","100000095","8143229140","Shower Shoes","27.86"
"111133","2016-12-11 21:22:27","100000708","1284609276","Sweater","95.76"
"111132","2016-12-11 21:22:24","100000873","2695940506","Sweater","59.4"
"111131","2016-12-11 21:20:55","200000698","6719567315","Blouse","47.88"
"111130","2016-12-11 21:19:55","100000207","1940915493","Long Gown","68.77"
"111129","2016-12-11 21:17:55","100000185","2355020550","Sweater","67.92"
"111128","2016-12-11 21:17:48","100000327","3495221948","Suit & 2 pc Dress","38.12"
"111127","2016-12-11 21:17:32","200000481","6648383061","Long Slip","27.86"
"111126","2016-12-11 21:16:56","200000632","7645888340","Bath Mat","5.6"
"111125","2016-12-11 21:14:05","400000513","2178891798","Hand Towel","18.17"
"111124","2016-12-11 21:13:58","200000673","2524845521","Gown & Robe Set","105.6"
"111123","2016-12-11 21:13:32","100000576","4934584980","Nylon Pants","55.86"
"111122","2016-12-11 21:11:38","400000474","1988250904","Coat","74.16"
"111121","2016-12-11 21:09:20","400000442","4391642886","Men's Pajama Set","83.79"
"111120","2016-12-11 21:04:08","100000205","2782517448","Belt","45.77"
"111119","2016-12-11 21:02:06","200000621","2963300774","Sweatshirt","75.81"
"111118","2016-12-11 21:01:31","200000479","4398051135","Bra","6"
"111117","2016-12-11 20:55:40","100000867","5145202479","Crib Sheet","9.9"
"111116","2016-12-11 20:55:21","100000171","9730446421","Blazer","103.3"
"111115","2016-12-11 20:53:20","100000282","2876522496","Jacket","99.8"
"111114","2016-12-11 20:52:33","200000265","5857761910","Gowns/Pajamas","28.14"
"111113","2016-12-11 20:51:00","200000076","8713824671","Infant 2 Piece Set","48.6"
"111112","2016-12-11 20:50:21","100000618","2113413915","Shorts","59.33"
"111111","2016-12-11 20:49:47","100000086","2248992375","Sweater","61.38"
"111110","2016-12-11 20:48:33","100000628","2524845521","Gown & Robe Set","105.6"
"111109","2016-12-11 20:48:05","100000421","2153011099","Gown & Robe Set","99.8"
"111108","2016-12-11 20:47:38","200000581","3132788435","Coat","30.06"
"111107","2016-12-11 20:47:15","200000354","6648383061","Long Slip","27.86"
"111106","2016-12-11 20:46:05","100000860","1489444777","Short Gown","131.12"
"111105","2016-12-11 20:43:55","100000060","4574639519","Jeans","14.5"
"111104","2016-12-11 20:39:36","200000373","5187373849","Short Slip","12.87"
"111103","2016-12-11 20:36:05","200000659","6697166886","Coat","159.8"
"111102","2016-12-11 20:33:25","200000391","4327321762","Dress","69.75"
"111101","2016-12-11 20:32:58","100000153","8675740287","Baby Quilt","47.76"
"111100","2016-12-11 20:32:27","100000321","2363094138","Short Overalls","71.82"
"111099","2016-12-11 20:31:10","100000452","5187373849","Short Slip","12.87"
"111098","2016-12-11 20:28:15","400000359","3819369487","Dish Towel","7.84"
"111097","2016-12-11 20:27:49","200000210","3890778939","Suit & 2 pc Dress","125.16"
"111096","2016-12-11 20:27:36","400000780","7841340144","Shirt","29.4"
"111095","2016-12-11 20:19:33","100000807","6511971572","Sleeping Bag","47.88"
"111094","2016-12-11 20:18:01","200000714","6511971572","Sleeping Bag","47.88"
"111093","2016-12-11 20:16:44","200000067","2248992375","Sweater","61.38"
"111092","2016-12-11 20:15:44","200000665","3135576553","Underwear","5.88"
"111091","2016-12-11 20:14:22","100000565","3452086694","Bra","38.87"
